,n_count,text_id
1052,68,50611B996992
1053,42,5061F044BC43
1054,71,506A69171959
1055,72,5077C09B20DC
1056,50,508A9EC12C44
1057,66,5098F28A2EF3
1058,52,50E361CD561E
1059,38,510CA49B78BB
1060,101,5132328226C2
1061,66,515244292F97
1062,16,516E5D64BF6E
1063,181,519A1A92C8C8
1064,70,51BAD5699073
1065,43,51C93A7260DE
1066,131,51CE1DCC5307
1067,141,51DA4BA94C7C
1068,18,51DD6A82BD9D
1069,35,51E3EAF96CD0
1070,41,520EAF052C7E
1071,50,52105DDA12EB
1072,104,523130079501
1073,84,5241864FBC48
1074,133,524CD617574D
1075,23,525E9A75CAA0
1076,68,526E417A97BD
1077,72,529A633179FF
1078,83,52A8DE60E2D4
1079,43,52AD70C9FE05
1080,39,52B24BAEDC8C
1081,79,52D0FED6AF38
1082,78,52DC3B7C3952
1083,43,52F0677ACD21
1084,106,52F9582F9C86
1085,86,52FEF34F4AC7
1086,85,532528134425
1087,45,5335796068E8
1088,53,5355F44A1FE4
1089,46,535D427F9FF9
1090,93,53607F113053
1091,63,53633B5F5F15
1092,76,5384378F1AC2
1093,31,53CF6D801CAF
1094,49,53D17839AAC0
1095,21,53E542321463
1096,40,54099C3AE7CE
1097,64,54304ACFE477
1098,73,545E9BF477C1
1099,47,548EC5B339E3
1100,96,5494132B7229
1101,39,54AC60510DC3
1102,65,54D835ADB326
1103,31,550D53DE2832
1104,78,55174E1DFC5B
1105,84,5564D9D8C845
1106,44,5574E4DD548A
1107,62,558B9106B99B
1108,16,558C7F83201B
1109,57,559902F0A513
1110,54,55AEC9A9BB4C
1111,140,55C7EC027A88
1112,48,56053054CB1F
1113,77,56080A912BB5
1114,64,5630E056A0DB
1115,60,56579FB8A60B
1116,139,5666CD4AA5CD
1117,29,56AC4BE71C2F
1118,73,56C4259AA5C2
1119,40,56E188D44884
1120,62,56E32CEEB127
1121,49,56F9E8427D97
1122,10,5704CCBC8B55
1123,126,570595740274
1124,77,573E39E45177
1125,67,5754104B2928
1126,41,579603CA894B
1127,77,57A6B1103088
1128,50,57A750437C3A
1129,103,57B782277D2F
1130,67,57D4C53890E6
1131,88,57DFE525E50A
1132,94,57E8161AEF27
1133,39,57ED5BC70E40
1134,55,5807D5F42CEB
1135,33,58255BF759C0
1136,69,5828FAC247DF
1137,56,583DC3D2E7FC
1138,28,584A4BB1E954
1139,31,584C6453CA5A
1140,69,58567312BDAB
1141,30,588B09153941
1142,74,589CEB00ED37
1143,73,58A9AE90D009
1144,38,58E485E875D5
1145,69,58EBDB3621E5
1146,44,58EF6CAF956B
1147,16,58F6D70A2DC7
1148,46,5902C2E86345
1149,131,5902D762C891
1150,29,591164D3C800
1151,74,5915757AEE1A
1152,42,591B7E3E2B40
1153,46,5923F6631724
1154,24,593E2802E27C
1155,59,597618D3F66C
1156,98,597D76A3BF40
1157,77,5985EA6F171A
1158,57,598C1E9B27C8
1159,44,599128B82FF0
1160,63,59981B992996
1161,4,59ADAA4D04E5
1162,56,59CE34172C44
1163,52,59E62F702421
1164,97,5A3B42349C84
1165,14,5A74C94F9813
1166,34,5A89482533D9
1167,55,5A8CC59C2D7D
1168,94,5A977087E7E8
1169,126,5A9C20C851FD
1170,20,5AA45740A848
1171,40,5AAD796F4D6B
1172,71,5AC16E188F1B
1173,77,5AC1AB0965F6
1174,65,5ADD410B9783
1175,28,5AEAF1C7B87C
1176,54,5AFBB5573AB3
1177,21,5B0E80E62A8C
1178,55,5B14D81A0167
1179,81,5B2FC963E89D
1180,85,5B40AA0E6C2B
1181,38,5BE99F2E4030
1182,30,5BF6D0C37809
1183,62,5BF7AAC78AB5
1184,66,5C017EF0CF1E
1185,40,5C05D79FE75A
1186,27,5C2A497012B9
1187,33,5C31B4B9B185
1188,59,5C3757B0C6AE
1189,70,5C3A7990C870
1190,43,5C656CD57F67
1191,73,5C69070E1E48
1192,64,5C6CE74DEBCB
1193,89,5C72AB0B1232
1194,94,5C764A810680
1195,35,5C9B1FB411EB
1196,61,5CA2DCC616C6
1197,112,5CAA840DD4C6
1198,25,5CB186BF742C
1199,164,5CF895003869
1200,38,5D12067722AD
1201,50,5D2B8506EC4F
1202,66,5D4D6519DF94
1203,104,5D5672D7C97D
1204,80,5D693DD9978D
1205,30,5D742A0E0623
1206,109,5D7D1445A7CF
1207,67,5D843D1CD37D
1208,65,5DA3135B6664
1209,35,5DB370AD8EFB
1210,47,5DD1954E47A8
1211,68,5DEDECE96044
1212,80,5E3EA4C47C9A
1213,22,5E49CEB56FB3
1214,47,5E830B6462DB
1215,42,5EA0A8768F94
1216,20,5EA71157D48F
1217,21,5EA76942F5C7
1218,31,5EAC31CA561A
1219,101,5EB7A0B134B4
1220,47,5EC5534F533A
1221,100,5EE526AB840B
1222,70,5EF21F142C51
1223,49,5EFD8FA4133A
1224,52,5EFF1BA0FBC1
1225,96,5F1183463E9D
1226,64,5F370D929BA7
1227,43,5F407964AF46
1228,102,5F467A8F3896
1229,85,5F4D9997A207
1230,55,5F5E1817CCA0
1231,52,5F679622B317
1232,100,5F67A5D3DBB0
1233,107,5F8195FBA0CA
1234,90,5F88187C25B8
1235,35,5F8F76B7A6FD
1236,37,5F998012DDCD
1237,64,5FBDFD6DB173
1238,82,5FC3C342E64E
1239,25,5FC620AEDC8B
1240,24,5FE4F223CEA8
1241,45,5FEB3F213A84
1242,9,5FFB959ED7BA
1243,29,6013DA298542
1244,50,602E786321EA
1245,98,603863409B06
1246,83,604E0EA00305
1247,33,605BF3B67175
1248,43,605C1B4CE788
1249,76,605DDF3EA948
1250,74,6060D28C05B6
1251,59,60623DB5DE7A
1252,53,607A39D981DE
1253,35,60ACDFA1609E
1254,21,60AE13D3F07B
1255,36,60AEEA05E1A9
1256,61,60CCF0F2DF38
1257,81,60D8EB883A45
1258,174,60D9DD69CE8D
1259,38,60E686BA1E09
1260,99,60E9300D597C
1261,50,60ED0B48B8F2
1262,68,60FD2E2FB768
1263,96,610FA0016255
1264,36,6130E5495CB1
1265,53,6134797D8497
1266,47,6141DB282925
1267,59,61445D1ABF16
1268,35,61471CA2532D
1269,68,615FAEE4F8EF
1270,24,616C3D5795E8
1271,30,6186246910E1
1272,35,61992F84D5D1
1273,66,61B9D7E74839
1274,55,61C4FCA012D7
1275,81,61D13513C992
1276,33,61E85C09E36D
1277,94,62102D1B1A52
1278,88,62196AC0ABE8
1279,98,62243789233B
1280,53,622ECD91DA0C
1281,49,623B7BD7613C
1282,66,623E0AD2EF3E
1283,142,6253F73FBABF
1284,67,62654020C48D
1285,39,6269A525D482
1286,122,62B3C9C3398E
1287,22,62DCD859B7FB
1288,75,62E5030D1A59
1289,68,62EA3F855DB2
1290,82,62EDBC22A953
1291,29,62F578BA97ED
1292,38,62F7911DE51F
1293,42,6305A432AB38
1294,60,631F9CBDFD7A
1295,38,6330EB716872
1296,116,63314DE11287
1297,100,638D7F913AAB
1298,95,63AB55DADABF
1299,66,63AB7F39EBC6
1300,24,63BAE4B3ADDA
1301,60,63C74FF7DB27
1302,53,63E2278271E4
1303,76,6418C102917D
1304,36,6422237D967F
1305,38,642CB997325C
1306,62,642E44E8DD25
1307,24,648D40256ADB
1308,31,649C7912163C
1309,58,64A8183557F7
1310,111,64A9ECB1C55A
1311,63,64AE19BBA321
1312,40,64B53DEF0467
1313,63,64EB91C84A32
1314,47,65051CE36DA7
1315,29,65131EC5DD6A
1316,55,6515E6AFD11E
1317,62,6521895BA018
1318,69,6531927DF837
1319,22,653620381DB3
1320,45,654DF9ECDD42
1321,50,65593BCE26BF
1322,78,655BD307F87D
1323,100,6574B5B58A11
1324,127,6586DF43A92D
1325,50,65975436BE5C
1326,56,65B1F548E8BE
1327,75,65B7FDE783F2
1328,74,65CC82C9B3C9
1329,84,65DBDD75CA50
1330,41,66133AC6189A
1331,27,66241AEC8351
1332,42,66288718AF60
1333,100,6642E181B08D
1334,49,6686DB25FBD0
1335,127,66C2FA45A48B
1336,46,66F03584BCA5
1337,112,66F7AD6B99E2
1338,46,66F8D7FB98BE
1339,75,66FF0907BF26
1340,112,6712BD512DB7
1341,27,674F5DA988D2
1342,46,6751442A85E4
1343,18,676A161C4CEE
1344,44,6792C2E73B6A
1345,111,67D58F9FA53C
1346,77,67D7FC66C2F6
1347,32,67DD73D48474
1348,88,67E711AF87A2
1349,76,67F6FEDD7677
1350,83,68004683BC3C
1351,88,6805FE96E548
1352,29,681B9CD21B07
1353,50,68256AC96C72
1354,75,682B94FF269B
1355,65,68392F53B9D7
1356,61,683A4FE3661C
1357,5,684166ED2438
1358,84,685ABA004ADB
1359,124,6867A6767D25
1360,94,68685615FE0C
1361,42,6886DF2A98BE
1362,49,68E75FD12673
1363,42,690713606EEF
1364,108,6907AC535720
1365,54,692357D5F3F0
1366,51,69241D10E69A
1367,47,692FAA1828D2
1368,44,6932E62C6338
1369,74,694C96A1E9A0
1370,28,696B864AED8C
1371,80,698A3F2B43B9
1372,51,69A8A08ED3E9
1373,52,69C15737269C
1374,30,69C237AC88FF
1375,46,69FD256DCE38
1376,65,69FF884BCEA1
1377,50,6A00BED6B62D
1378,74,6A0DE6BCFA73
1379,45,6A47B80F3283
1380,49,6A4F483B0224
1381,77,6A7F75AD2ADE
1382,72,6A9031A05632
1383,104,6A977849DE08
1384,52,6AB122D640E1
1385,81,6AB2B78CE0AF
1386,31,6ACB38C6577C
1387,100,6B20E9C115AF
1388,105,6B2FD789B8C8
1389,30,6B370155C425
1390,77,6B3A8DAB21EB
1391,66,6B3B3CB54EB9
1392,32,6B425FA21020
1393,51,6B479AF72202
1394,25,6B56C630FFC5
1395,35,6B850987631D
1396,44,6B8C02811FF6
1397,70,6BB4BEB51A80
1398,29,6BC83A3F4934
1399,131,6BDF73E50719
1400,62,6BE1E93612AE
1401,18,6BEE2EEEDD39
1402,85,6BFDA0FE1CB2
1403,65,6C045F130B28
1404,29,6C16FC9FE7A4
1405,37,6C1913BE2903
1406,41,6C3B373B84C2
1407,33,6C449C1EDB2D
1408,57,6C6B01577E01
1409,91,6C802D3F5F2A
1410,54,6C86103B510D
1411,76,6C98327DA084
1412,102,6C991A1A6C39
1413,42,6C9BFD05D35D
1414,43,6CA2ADCE9A7F
1415,51,6CB31DED1BF0
1416,41,6CB7C1B3C548
1417,83,6CD1B8B6BEA8
1418,27,6CD851AF4D16
1419,36,6CDE42A3FA9F
1420,42,6CE97E45BF79
1421,64,6CFD58799701
1422,81,6D06DAD5446C
1423,80,6D104CA14B33
1424,117,6D114CB7EBB3
1425,54,6D21E6095A62
1426,55,6D2AFE5412CB
1427,27,6D41FAC8F3CF
1428,72,6D6E937C3A67
1429,35,6D728858E86F
1430,50,6D7377CA8608
1431,106,6D8B9B8431A6
1432,100,6D9728CB8711
1433,36,6DA4157C9B4F
1434,176,6DB65C457200
1435,96,6DFD772CFC64
1436,52,6E248B1F33B0
1437,89,6E3D46F9AAE1
1438,92,6E5F280580C4
1439,90,6E70CECCE25D
1440,44,6E71B040D5C6
1441,121,6E842F21D6E4
1442,42,6E90DC70B7A9
1443,52,6EA18B20DA5A
1444,43,6EB1681A5880
1445,42,6EE4A9C8F158
1446,62,6EF7CBB46501
1447,49,6EF996C09864
1448,72,6F0330A6C504
1449,78,6F30733E6B4B
1450,91,6F3C318ED62E
1451,65,6F9741277AB3
1452,89,6FDAD6124B9E
1453,94,6FEF6D46714D
1454,85,70041E13A0CC
1455,78,7007EB8E265D
1456,78,7033DB6BA12E
1457,55,7065B172D758
1458,23,709156BCF733
1459,53,70996505E3B0
1460,70,70B91D253E27
1461,87,70D93EF3CE5F
1462,47,70E490A83717
1463,49,7101C080C12C
1464,50,71129FE0D18F
1465,44,71131D46F019
1466,60,7138786DA45C
1467,53,7155F142CE58
1468,61,71A9098715EB
1469,50,71B72E8890F1
1470,51,71BA665B1B31
1471,123,71F12F9F01DE
1472,36,71F1B96A18BB
1473,81,71F27422C5FC
1474,76,7203112033A1
1475,33,72095D288A5B
1476,37,722C353F2831
1477,51,7231635A63C8
1478,46,7248792ECAC9
1479,108,72635AF44FA7
1480,38,7270750C775E
1481,64,72732FD01203
1482,109,72765D1D4721
1483,6,72766FE38307
1484,60,727DEC0706F0
1485,34,728AD690E87F
1486,68,72913948CDAA
1487,42,72A69C1B34A8
1488,164,72C0B0B91BFC
1489,110,7302457525D4
1490,41,73038C17880E
1491,109,73234AB62383
1492,63,732952FF57F2
1493,118,7333B4549006
1494,72,7369FE94C1C6
1495,55,736B285BF88B
1496,59,736E8C8444E6
1497,80,7370AB0DDC7F
1498,176,7373B4F44528
1499,79,738112C600B8
1500,41,7382F8B16AAF
1501,53,73851AC4551C
1502,47,73930228893B
1503,79,739B9009D8D2
1504,78,73A997703BC3
1505,65,73D2B941F40F
1506,70,73D5C8D99F72
1507,65,73D69658CF95
1508,63,73DF8CA712BB
1509,32,73F2515B5BCE
1510,90,7445CD7E0985
1511,61,745F880CEFA7
1512,92,746A0BFABA84
1513,49,747E3560442E
1514,81,749E089D7992
1515,65,74CDAF3BB9EF
1516,69,74CE2F003968
1517,43,74D9504A6EDD
1518,71,74E468FCE398
1519,43,74FF4379012C
1520,88,750184492A96
1521,88,750AFA674F45
1522,61,753391D5E480
1523,10,753E320B186B
1524,76,7545AC12D178
1525,23,75707305C76D
1526,29,757C5E55BA96
1527,62,759E0659FF69
1528,30,75A20F93C2C4
1529,73,75AA6229A116
1530,65,75B44E3CE6DD
1531,50,75C950F8EA18
1532,60,75D13F3E0B2E
1533,75,75DAA54880C1
1534,110,7600F1C7D884
1535,57,760988C4BA3B
1536,36,761E2670197E
1537,38,762839543BFC
1538,68,763EF698F56B
1539,60,7658C61156C7
1540,50,767533E12569
1541,85,767920BDAD93
1542,47,7680EF5AD3CB
1543,44,768FA278A16D
1544,74,76C0FD26B20A
1545,63,76C2E20AF20E
1546,62,76E5D0DEC30A
1547,41,76F0144EB703
1548,55,76FB58BB4BD7
1549,38,770541C6A2C1
1550,56,770E1717845C
1551,136,7726A1F9C660
1552,36,772D27D400BB
1553,36,7740DF009E10
1554,102,776FBF88E6FF
1555,39,777CB894A285
1556,52,777E845C3A93
1557,62,777F0E16E55E
1558,84,7797541CF0A6
1559,111,77A31D0A07A8
1560,38,77B932D27C9E
1561,77,77BB33DB5187
1562,23,77BD30EC277D
1563,50,77D210B9EC7E
1564,132,77D5466305CB
1565,132,77FAA33476CA
1566,49,78018FB48420
1567,34,780D5663CB1E
1568,24,7820048B53C8
1569,37,782678016796
1570,73,78303F7A5AB0
1571,3,7835355C55D8
1572,30,784627BD990C
1573,65,785DBAB78957
1574,44,7862D2AE5697
1575,81,78704F723AE5
1576,77,78A3B43DFF8E
1577,85,78B6F383CD30
1578,95,78B89BF70AE8
1579,91,78C22313F58E
1580,68,78DD2317E359
1581,33,78E692CD7085
1582,55,78E8970D0C13
1583,134,78EA0C3715FE
1584,136,7907952E04B8
1585,10,790891A35047
1586,38,79098D096CB8
1587,78,791AF7B78178
1588,46,7921F1381801
1589,63,79484682B23E
1590,60,7949A941BF0F
1591,108,79662DEC0A1B
1592,78,79786E273D1A
1593,29,7982F5F494E2
1594,49,7999A063F80E
1595,24,79AC659EC790
1596,105,79BE4A2D8223
1597,95,79D634E4575F
1598,37,79F917A8CFEC
1599,44,79F961AE9A04
1600,49,7A0A80926A0D
1601,41,7A239E4D1966
1602,23,7A25BCF70487
1603,61,7A552DBA7D71
1604,45,7A6599531E9C
1605,94,7A66900A3812
1606,88,7A68E1FB7863
1607,222,7A7660BBEE86
1608,20,7A7D7BC53938
1609,61,7A89CCBBD747
1610,63,7AAE019F70D6
1611,49,7AB87BA4342F
1612,47,7ABD75EA7CBC
1613,31,7AC357DAA5D7
1614,43,7AC5AC48813D
1615,131,7ACF284A8B7C
1616,26,7AF7DC456D3C
1617,42,7B00EEFA1313
1618,65,7B0430EDACBA
1619,51,7B0C76128726
1620,53,7B1B2E8F7E89
1621,87,7B2B2910BB90
1622,106,7B38A110CC94
1623,78,7B4B838D8360
1624,70,7B557B2F27CE
1625,94,7B5BC2343286
1626,61,7B5F5B33B566
1627,36,7B6FA03518AE
1628,50,7B802407D629
1629,58,7B8400D217C1
1630,72,7BBB35F9D1BD
1631,62,7BC73C8FBDBC
1632,63,7C08DA95AE9A
1633,59,7C14A6539215
1634,71,7C2650EEA2B6
1635,50,7C31C5E519FF
1636,118,7C4960DF5CB8
1637,67,7C54D7484145
1638,83,7C5E4E2779BF
1639,58,7C6ED140EF65
1640,61,7CAFF57E1775
1641,105,7CB712FD1253
1642,77,7CBB1B6F4E25
1643,110,7CC4A8E1948E
1644,63,7CCC4CDC5CF0
1645,39,7CDB47E88B39
1646,41,7CFA22351B27
1647,28,7D0CE6E00B68
1648,28,7D1825E2F4AD
1649,77,7D2D5053D947
1650,42,7D519DA76B29
1651,55,7D94F809823A
1652,88,7D955FAD0C73
1653,47,7D98C85F9223
1654,80,7DAD3B639FB4
1655,67,7DB5E5FA8324
1656,49,7DBE22D9F0DA
1657,56,7DC02C918305
1658,82,7DDFB0CA2BF8
1659,80,7DDFF6DA8655
1660,65,7E109A7AC169
1661,157,7E29ACA46157
1662,62,7E48A7A7B400
1663,56,7E530A20DA68
1664,62,7E5F489C8CE4
1665,111,7E669FF93EB9
1666,43,7E9D8E4921CD
1667,62,7EA986233EDA
1668,30,7EB7BB90A2F0
1669,28,7EEB8E9614C2
1670,95,7EED34A43536
1671,74,7F0703CF058E
1672,17,7F0B7DDE89B2
1673,56,7F1E8663BAE8
1674,45,7F1F55F771F9
1675,68,7F21F77E9AA3
1676,75,7F336F4B9442
1677,106,7F4706C105DE
1678,58,7F6795CE405C
1679,78,7FB017FAC682
1680,32,7FB1724D76FF
1681,36,7FED050A6D55
1682,126,7FF600C1F829
1683,81,7FF6972B86C2
1684,69,800FE9615C63
1685,17,8042198ABB06
1686,41,8060FCE12001
1687,47,806672A60686
1688,86,8079089BC4D8
1689,26,8087A7C3FCDA
1690,36,80AD3F379BD1
1691,65,80C0814AF16D
1692,57,80C2ED8BE6A6
1693,67,80C97E7C2558
1694,39,80CCEFCCD166
1695,80,80D2FE30F665
1696,41,80DB9AB00E74
1697,51,80DD7EE85BF7
1698,53,80DFF2FC7C1F
1699,90,80E36876B2CB
1700,61,80EF60E3EA04
1701,54,80F044EBC71B
1702,42,80F9E6D6503C
1703,126,81218F777A2F
1704,37,81306D4B4CC1
1705,81,8149E792E505
1706,35,814EE41F6FF3
1707,57,81674F80999A
1708,26,816FC4D1628F
1709,70,81946793B89A
1710,75,81B000BCC5B3
1711,46,81B5D8CBA063
1712,64,81B7A7CB8829
1713,103,81D266D94D6D
1714,24,81FB30DE2618
1715,24,82294A32E3E3
1716,59,822F6C3B3C03
1717,17,824896E8F91B
1718,14,82618B162AAC
1719,53,82722CEBCAB3
1720,36,827D807512AB
1721,62,8281058A7684
1722,25,8283155E54A0
1723,33,8295FC2CA419
1724,145,82BA3E4396CC
1725,33,82CCCAD3BA5B
1726,72,82DE4E49CC52
1727,146,82F7210163B5
1728,30,82F7D233871E
1729,59,82F9FDBD6F98
1730,82,830CCF8E0B23
1731,87,830E5FA9FC72
1732,37,8311ABD30CC1
1733,57,83165647126E
1734,27,833489139971
1735,17,833F25175AFC
1736,34,8369840DE791
1737,51,838093B60075
1738,20,8397368B57EA
1739,116,8399BA1DF44B
1740,33,83B3CD03C693
1741,148,83C48C5697AE
1742,60,83F57096AF9C
1743,29,83FBBD0447F2
1744,59,840357B74A16
1745,100,840619A0CF0B
1746,109,840D73A3804A
1747,37,8415937CA4D9
1748,80,8416C7C6F146
1749,37,84192B65683A
1750,10,845693DC199E
1751,92,8476588805D9
1752,27,84765FE3E472
1753,177,8484D27254B3
1754,60,84CE7281265F
1755,35,84FC9651F650
1756,77,85004BC426B1
1757,34,8521B650F8A9
1758,26,852C90E3FA05
1759,107,856351253492
1760,34,857574FE9711
1761,84,857B7FB712ED
1762,91,85808F0851D8
1763,53,858DFA7A9980
1764,34,8593D649EBE4
1765,193,85C54BD4D416
1766,50,85C71A1E0117
1767,46,85D3E5A1D64E
1768,62,85E3C840FCBF
1769,52,85F4C57672EA
1770,55,85F5FADDDC0E
1771,31,861349CA778E
1772,36,861B660C2E86
1773,13,862ACD748291
1774,70,863550AEB938
1775,33,8656F070846C
1776,37,8658D3ABB67F
1777,41,869B37DA1D3E
1778,123,869CC4EDD3B5
1779,100,86A511A55117
1780,53,86B2AFB816D5
1781,76,86BB790A5875
1782,55,86E335C1EB06
1783,101,86ECF13FEDEF
1784,23,86F87A96D2DB
1785,93,875151F79017
1786,54,87669696162F
1787,80,87692B9A8184
1788,95,87694700310E
1789,34,876B9CDDC1FC
1790,69,876CDA4D152D
1791,182,876DD6D022A9
1792,86,8772F74F5EE0
1793,51,8773AAFA4355
1794,114,8778DE7C8D0E
1795,35,877EC536B112
1796,41,8799E3BD41EB
1797,73,87A8B315A26E
1798,40,87AF2FEABA83
1799,50,87B7C44BBB7C
1800,24,87B7FE5BD9D7
1801,84,87DF9FF7104D
1802,40,87E123466310
1803,68,87E3F6FDAA68
1804,36,88006889B561
1805,46,880188B5EED8
1806,57,882F6EC806E9
1807,36,8836B8EFCE5A
1808,34,883C1EF358F6
1809,52,88402C999412
1810,83,88816FFD8A5C
1811,48,88860671767F
1812,42,888A04678CCA
1813,46,88966ED00A28
1814,69,88ECDCC89475
1815,79,88FCD4D35128
1816,44,88FD25AC86CF
1817,56,88FD7FAAFA90
1818,24,890FAF6F82FC
1819,169,89114CEF532E
1820,26,894C9DC473A0
1821,26,89506A98AC2B
1822,70,895FFC078777
1823,49,89857315A1A4
1824,70,89863E1AF982
1825,63,898A8417D70E
1826,26,89974AB1B1B1
1827,62,89A2B91E59C5
1828,72,89ADE1CC1BEC
1829,80,89C7C4115B84
1830,72,8A0A3FE01FE7
1831,64,8A165723DF82
1832,37,8A216BEDA4C2
1833,36,8A2A9C25B642
1834,71,8A4D99910F10
1835,82,8A6FEEA6C0D3
1836,31,8A7081C962D7
1837,67,8A7299DA28E5
1838,27,8A80B525C75D
1839,59,8A8CC7624410
1840,112,8A970FA9C7C4
1841,41,8A9E12ADD91C
1842,141,8AAC040AE6C7
1843,84,8AB55CB5992E
1844,71,8AD96DB8DD9F
1845,36,8AF043C98622
1846,36,8B095EB24288
1847,81,8B155840CA6D
1848,19,8B1D74DDA04B
1849,68,8B1EB1890F9B
1850,54,8B4A210026AD
1851,52,8B4BB870857D
1852,26,8B9EEF86DD66
1853,89,8BA694ACE2D9
1854,46,8BC2D4B87F27
1855,76,8BCA5D690FB4
1856,79,8BE20A3524AE
1857,40,8BFBF3BB5542
1858,88,8C01B86DE888
1859,46,8C0C5CED34D5
1860,78,8C0D50387A60
1861,46,8C34447FF21C
1862,54,8C3557D720F5
1863,49,8C3993109983
1864,104,8C44127FF83C
1865,81,8C5BF0347F87
1866,36,8C645419E1B4
1867,29,8C83ACEF2A15
1868,107,8C880B194034
1869,70,8CD4C142DCEF
1870,55,8CDBA4104C7E
1871,83,8D02AC12DD48
1872,38,8D0B6FE098F1
1873,31,8D14BC33208D
1874,23,8D160B0BC04B
1875,96,8D1CD79C0F8D
1876,91,8D734AF72931
1877,47,8DA2034EC1C8
1878,65,8DA298718DD7
1879,41,8DBBADC05A43
1880,38,8DCC1AC9A8EA
1881,124,8DD09D4FCD4F
1882,95,8DF5D7CF4085
1883,49,8E10A6D2B272
1884,64,8E10DA6F8DE9
1885,86,8E2EB0B4B92C
1886,21,8E53C7642922
1887,22,8E5E6211E4D6
1888,105,8E64BE4119C3
1889,28,8E6F35BA3EE6
1890,33,8E764A2C7266
1891,33,8E91F0997B77
1892,87,8E99E989024A
1893,22,8EB2AF12FA77
1894,30,8ED2404D111E
1895,18,8EE0540E163D
1896,50,8EEA38B2E6CD
1897,86,8EEEF415AA1E
1898,47,8EF3D97E2310
1899,59,8EF9BE158AD3
1900,39,8F16365E363D
1901,47,8F1F5D0CEA06
1902,56,8F29D9B8D64E
1903,61,8F3B39C509B9
1904,62,8F5F3F2519DA
1905,26,8F6DFE02DF75
1906,80,8F78E9AF1D0E
1907,54,8FD83605AA61
1908,52,8FE04E30F621
1909,28,8FF22F2804A3
1910,61,8FF3A8F178E1
1911,97,8FFDA5B9D359
1912,36,9000217714BE
1913,50,900D1E184F63
1914,76,902341F8EB11
1915,64,90526CA48E47
1916,27,9054912D1EA7
1917,47,907275FA42D0
1918,32,907FC59841EC
1919,47,9086C0A2BF10
1920,20,90978A2F8599
1921,25,90BF447C6E83
1922,60,90C81189C58D
1923,45,90E2214EFEC8
1924,44,90E5BB6CBE11
1925,39,90EBF38FCFBA
1926,36,90F73F20ECF0
1927,89,911DD337DD61
1928,71,91377BE7D4ED
1929,65,9145AB74E1DA
1930,133,9152EA0F430B
1931,103,915D8BF74963
1932,16,916811E780BD
1933,50,918C1880FCD8
1934,31,91B88A23A5E4
1935,29,920BEE439862
1936,92,924748264D34
1937,24,925371DCF84D
1938,73,9255DC307B75
1939,40,925DBAC486E5
1940,61,92B418CEA06E
1941,92,92B8F2F85C44
1942,82,92CD1BD0C18F
1943,83,92D03AB56C53
1944,21,92E97E947628
1945,49,92EA64272FB4
1946,24,92F6C1E71237
1947,49,92F7DD653EFB
1948,150,92FFB3530304
1949,25,930CF711E6B6
1950,84,93385DED39E7
1951,63,93552F3ACA5D
1952,13,93575D076743
1953,31,935A26E2610C
1954,101,9392E2E0AA1E
1955,54,93B8C8DAFE20
1956,16,93BAA0D48EF3
1957,90,93C575DB7931
1958,56,93DF867BE1C5
1959,50,93E62B4919A6
1960,65,93EF5F755313
1961,62,940441D4CF9C
1962,60,94131A88E955
1963,40,941A269CE055
1964,97,946D8B23ECA6
1965,55,948771F795EB
1966,35,94ACF6006DB9
1967,77,94C1C9CD10B7
1968,48,94EC7DF6EA74
1969,23,950729DE3582
1970,88,951DBA563386
1971,66,9523FBA791BE
1972,29,9528CA8FFC22
1973,70,9532BA8E40BA
1974,69,953BEF800163
1975,51,9551DA943B01
1976,67,95540EBC3FC9
1977,43,95671082C3A1
1978,65,959946A3FB03
1979,101,95FD6DF25420
1980,23,960D7C072801
1981,111,9613CEAFE86E
1982,28,9615F113FAA1
1983,27,96220F2863D1
1984,43,963501C88479
1985,42,963AD357A595
1986,35,964E9DBFDBAA
1987,44,9653A4188D80
1988,110,965DC6768854
1989,68,9664D9C4C5F9
1990,85,9685DD18847A
1991,74,96A7646236BF
1992,50,96CCD6C82658
1993,27,96F4AB949807
1994,52,9702AD260172
1995,55,9715AAF5B952
1996,142,97167C9DC677
1997,18,9725E454418F
1998,50,972782BCDEA4
1999,26,9735E542665C
2000,53,973A3ADFAB72
2001,29,973B1ACD7430
2002,47,973B1B44F884
2003,35,97472A5E870A
2004,39,9760A1CB4336
2005,61,976E2E05C4EB
2006,60,97A0FFE91A3E
2007,43,97A27B9801B5
2008,105,97C6E22BA8EE
2009,96,97EF67C73A5E
2010,69,9801CF414927
2011,26,9818D8926288
2012,72,982053C6DAD6
2013,48,98318D414246
2014,70,983D4402B74F
2015,29,985A32A20F03
2016,103,985FC4A0FAE2
2017,76,9860EE12D1B3
2018,47,9872487371ED
2019,40,987A42F72474
2020,46,98823BEE8E85
2021,82,988BFF516FA0
2022,60,98AB65F5C7F9
2023,58,98C692B7B152
2024,50,98CD7819C7EF
2025,64,98D8723E86D0
2026,101,98D8FF9E3C56
2027,40,98DE8992E379
2028,54,98FDB2315471
2029,96,992DB55B9726
2030,27,992ED17DB3CA
2031,107,9947BA6C3149
2032,72,995452515AB0
2033,40,997098762F7E
2034,61,997589EE26E6
2035,82,998DA357F910
2036,32,99961D273689
2037,81,99A3641592CA
2038,45,99A73BEA826C
2039,59,99BA9BABB1A5
2040,63,99CAD0AF3560
2041,43,99E81F82C597
