,text_id,cohesion,syntax,vocabulary,phraseology,grammar,conventions,word_count,miss_count,bos_count,week_months,small_count,miss_rate,small_rate,log_miss_rate,log_small_rate,sample,fold,DeB-cohesion,DeB-syntax,DeB-vocabulary,DeB-phraseology,DeB-rammar,DeB-conventions,style,whitespace,locale-violation,misspelling,typographical,inconsistency,duplication,uncategorized,grammar_mistakes,error_length,sum_mistakes
384,1D31AE0453BC,3.5,4.0,3.0,3.5,3.5,4.0,278,0,1,0,1,0.0,0.0035971223021582,0.0,0.0035906681307285,0.0035906681307285,2,3.9628906,3.8691406,3.6679688,3.5898438,3.875,3.9628906,0,0,0,7,3,0,1,0,0,55,11
385,1D327ADD95AA,4.5,4.0,5.0,4.5,4.5,4.5,995,2,2,0,2,0.0020100502512562,0.0020100502512562,0.0020080328032456,0.0020080328032456,0.005020082008114,3,4.3789062,4.1640625,4.5429688,4.296875,4.3125,4.2148438,1,0,0,0,7,0,0,0,0,45,8
386,1D47271C213D,3.5,3.0,3.0,3.0,2.5,4.0,490,3,4,0,4,0.0061224489795918,0.0081632653061224,0.0061037829380178,0.0081301260832503,0.0172858004902771,1,3.6210938,3.2851562,3.5195312,3.1855469,2.8085938,3.4179688,0,0,0,3,8,0,0,0,11,169,22
387,1D75D76AC202,3.0,3.5,3.5,3.5,4.0,4.0,274,0,1,0,1,0.0,0.0036496350364963,0.0,0.003642991278501,0.003642991278501,3,3.5976562,3.5117188,3.5878906,3.5898438,3.7871094,3.703125,0,0,0,4,1,0,0,0,3,32,8
388,1D82FAFE677B,2.0,3.0,2.5,2.0,3.0,2.5,345,0,20,0,20,0.0,0.0579710144927536,0.0,0.0563529365511317,0.0563529365511317,2,2.6289062,2.7246094,2.9785156,2.6171875,2.6132812,2.5839844,0,0,0,7,1,0,0,0,3,73,11
389,1D8BDC81DE2C,2.5,3.0,2.5,2.5,2.5,2.0,609,4,0,0,0,0.0065681444991789,0.0,0.0065466682263143,0.0,0.0098200023394715,3,2.8613281,2.9179688,3.0527344,2.8769531,2.7109375,2.9296875,0,0,0,13,12,0,0,0,10,186,35
390,1D944BF5BE87,4.5,4.5,4.0,4.0,4.5,4.0,368,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,3.9785156,3.8398438,3.7871094,3.7929688,3.8808594,3.84375,0,1,0,4,2,0,1,0,2,77,10
391,1DB195AA7BE3,2.0,2.5,2.0,2.0,1.5,2.0,595,15,1,0,1,0.0252100840336134,0.0016806722689075,0.024897551621727,0.0016792615197199,0.0390255889523106,0,2.515625,2.5117188,2.7988281,2.5175781,2.3007812,2.4179688,2,8,0,30,5,0,0,0,11,1012,56
392,1DDA34D8E4D3,2.5,3.0,3.0,2.5,2.5,2.5,574,1,2,0,2,0.0017421602787456,0.0034843205574912,0.0017406444777841,0.0034782643763247,0.0060892310930009,1,2.7753906,2.8710938,3.1171875,2.7734375,2.7792969,2.8105469,2,2,0,6,13,0,0,0,8,152,31
393,1DDC2D1DB4EE,3.0,4.0,4.0,3.5,3.5,4.0,428,9,0,0,0,0.0210280373831775,0.0,0.0208099995137932,0.0,0.0312149992706899,3,3.7128906,3.4335938,3.5371094,3.3945312,3.2304688,3.3535156,1,0,0,11,0,0,0,0,2,110,14
394,1DE0E7C48DF0,2.5,3.0,3.5,3.0,3.5,3.0,231,3,0,0,0,0.0129870129870129,0.0,0.0129034048359077,0.0,0.0193551072538616,2,2.859375,2.9453125,3.1054688,3.09375,3.1972656,2.8691406,2,0,0,17,2,0,0,0,5,117,26
395,1DFACB5D0C9E,3.0,3.5,3.0,3.0,3.0,3.5,322,1,6,0,6,0.0031055900621118,0.0186335403726708,0.0031007776782481,0.0184620628397353,0.0231132293571076,2,3.3378906,3.1621094,3.2773438,3.203125,3.1445312,3.1523438,0,1,0,6,2,0,1,0,2,78,12
396,1DFAE221EE14,3.0,4.0,3.0,3.5,4.0,3.5,293,12,0,0,0,0.0409556313993174,0.0,0.0401391675903442,0.0,0.0602087513855163,2,3.4316406,3.3691406,3.3476562,3.4003906,3.4433594,3.2246094,0,0,0,20,0,0,0,0,0,139,20
397,1E11EA73C7B3,3.0,4.0,4.0,4.5,4.5,4.0,708,10,6,0,6,0.0141242937853107,0.0084745762711864,0.0140254753545044,0.0084388686458646,0.0294770816776212,3,4.0039062,3.9257812,4.2265625,3.9882812,3.9746094,3.7460938,5,1,0,12,8,0,0,0,4,204,30
398,1E176F592611,2.5,2.5,3.0,2.5,2.5,3.0,354,1,1,0,1,0.0028248587570621,0.0028248587570621,0.0028208763416412,0.0028208763416412,0.0070521908541031,1,2.8808594,2.9257812,3.1875,3.0488281,3.0859375,2.9453125,2,1,0,5,2,0,1,0,1,97,12
399,1E2B10DC7A53,3.5,3.5,3.0,3.0,2.5,3.5,468,1,0,0,0,0.0021367521367521,0.0,0.0021344725286326,0.0,0.0032017087929489,2,3.4433594,3.1738281,3.4121094,3.0742188,3.0214844,3.3222656,1,1,0,0,1,0,0,0,1,30,4
400,1E492FE5045A,3.0,3.0,4.0,4.0,3.0,4.0,393,1,2,0,2,0.0025445292620865,0.005089058524173,0.0025412974286725,0.0050761530318605,0.0088880991748693,1,3.5,3.4316406,3.5996094,3.3964844,3.3535156,3.5410156,0,1,0,2,0,0,0,0,5,54,8
401,1E4E4216EB39,4.0,3.5,4.0,4.0,3.5,3.0,394,1,20,0,20,0.0025380710659898,0.0507614213197969,0.0025348556031881,0.0495150645273805,0.0533173479321626,0,3.6992188,3.6289062,3.5273438,3.6992188,3.6601562,3.5429688,1,1,0,9,4,0,0,0,1,111,16
402,1E6F7CF7470E,2.5,3.0,3.0,3.0,2.5,3.0,293,0,1,0,1,0.0,0.0034129692832764,0.0,0.0034071583216143,0.0034071583216143,1,3.203125,3.2089844,3.4179688,3.4121094,3.4648438,3.3632812,0,1,0,1,4,0,1,0,2,56,9
403,1E7CF4875ED5,3.0,3.5,3.0,3.5,3.5,3.0,393,3,0,0,0,0.0076335877862595,0.0,0.0076045993852192,0.0,0.0114068990778288,3,3.6914062,3.4101562,3.4414062,3.4648438,3.53125,3.546875,1,1,0,3,5,0,0,0,1,74,11
404,1E8ABB190763,3.0,2.5,3.0,3.0,2.0,2.5,518,6,2,0,2,0.0115830115830115,0.0038610038610038,0.011516442061559,0.0038535693159899,0.0211282324083285,0,2.9570312,2.6894531,2.9863281,2.5664062,2.3007812,2.7539062,0,6,0,10,3,0,0,0,4,137,23
405,1EB4D8BFB732,3.0,3.5,4.0,4.0,3.5,3.0,159,1,7,0,7,0.0062893081761006,0.0440251572327044,0.0062696130135953,0.0430835861363117,0.0524880056567047,1,3.109375,3.28125,3.4160156,3.3535156,3.4804688,3.2851562,0,0,0,7,1,0,0,0,3,74,11
406,1EEA95D39409,2.5,2.5,3.0,2.5,2.0,2.5,822,25,8,0,8,0.0304136253041362,0.0097323600973236,0.0299602995958744,0.0096853057344636,0.0546257551282754,1,2.7324219,2.5253906,2.8085938,2.6015625,2.390625,2.3613281,1,0,0,49,19,0,0,0,10,482,79
407,1F0A461A2589,3.0,3.0,3.0,3.0,2.5,2.5,417,8,11,0,11,0.0191846522781774,0.026378896882494,0.0190029471256154,0.0260369737829954,0.0545413944714186,0,2.9394531,2.9707031,3.0976562,3.0820312,3.0507812,2.7734375,1,0,0,21,4,0,0,0,3,153,29
408,1F217579A773,3.0,2.5,3.5,3.0,2.5,3.5,385,2,1,0,1,0.0051948051948051,0.0025974025974025,0.0051813587419975,0.0025940351770465,0.0103660732900429,1,3.3808594,3.1699219,3.2558594,3.0195312,2.9394531,3.4121094,0,1,0,2,7,0,0,0,5,98,15
409,1F28812EE23D,3.5,3.0,3.5,4.0,2.5,3.0,563,7,0,0,0,0.0124333925399644,0.0,0.0123567326889054,0.0,0.0185350990333581,3,3.6210938,3.28125,3.4433594,3.2910156,3.0664062,3.3398438,0,1,0,11,7,0,0,0,3,124,22
410,1F3620A2965E,2.5,3.0,3.0,3.5,4.0,3.0,414,2,0,0,0,0.0048309178743961,0.0,0.0048192864359489,0.0,0.0072289296539233,1,3.5195312,3.5058594,3.7753906,3.5195312,3.5996094,3.5058594,0,1,0,2,6,0,1,0,1,58,11
411,1F4961D46D29,4.5,4.0,5.0,4.5,4.5,4.5,928,3,1,0,1,0.0032327586206896,0.0010775862068965,0.0032275444908665,0.0010770060276379,0.0059183227639378,1,3.8496094,3.7714844,4.2304688,3.6308594,3.7753906,3.7558594,0,1,0,7,3,0,0,1,6,153,18
412,1F50675D8683,3.0,3.0,3.0,3.0,3.5,3.0,232,1,2,0,2,0.0043103448275862,0.0086206896551724,0.0043010818993907,0.0085837436913914,0.0150353665404774,0,3.0996094,3.1738281,3.171875,3.0898438,3.2558594,3.1972656,0,1,0,6,7,0,0,0,2,74,16
413,1F7FD80F4396,2.0,3.0,3.0,2.0,2.5,2.5,709,0,1,0,1,0.0,0.001410437235543,0.0,0.0014094435032336,0.0014094435032336,1,2.9277344,2.8164062,3.1992188,2.8183594,2.609375,2.8007812,0,10,0,0,11,0,0,0,7,101,28
414,1F9C0492FB8A,2.5,3.0,2.5,3.0,2.5,2.5,244,8,0,0,0,0.0327868852459016,0.0,0.0322608622182214,0.0,0.0483912933273322,0,2.7109375,2.7324219,2.8789062,2.7226562,2.5761719,2.6171875,0,1,0,14,2,0,0,0,2,101,19
415,1FAC31F5C8DC,4.0,4.0,3.5,3.5,3.0,3.0,325,0,1,0,1,0.0,0.003076923076923,0.0,0.00307219903697,0.00307219903697,0,3.3476562,3.0566406,3.1230469,3.1308594,2.8691406,3.1503906,0,1,0,2,2,0,0,0,6,57,11
416,1FACF7E8D0A7,3.5,3.5,3.0,3.5,3.5,3.5,148,2,1,0,1,0.0135135135135135,0.0067567567567567,0.0134230203321407,0.0067340321813441,0.0268685626795552,3,3.0546875,3.1347656,3.1875,3.0839844,3.4121094,3.2304688,0,0,0,2,3,0,0,0,1,33,6
417,1FB89CF59E5B,3.5,3.5,3.5,3.5,3.5,4.0,610,5,0,0,0,0.0081967213114754,0.0,0.0081633106391608,0.0,0.0122449659587412,2,3.6621094,3.5410156,3.7773438,3.40625,3.2695312,3.5996094,0,2,0,18,3,0,0,0,4,111,27
418,1FB9B9E08786,4.0,3.0,3.0,3.0,3.0,4.0,343,0,2,0,2,0.0,0.0058309037900874,0.0,0.0058139698654198,0.0058139698654198,1,3.4335938,3.1269531,3.2851562,3.0097656,3.0273438,3.5058594,0,1,0,1,4,0,0,0,2,52,8
419,1FC46D4B9D8C,3.5,2.5,2.0,2.5,2.5,3.0,170,6,3,0,3,0.0352941176470588,0.0176470588235294,0.0346855579878901,0.0174931574475171,0.0695214944293522,2,2.8203125,2.7304688,2.7480469,2.6738281,2.4667969,2.6308594,0,0,0,8,2,0,0,0,2,90,12
420,1FE3EE0E16A8,3.0,2.5,3.5,2.5,2.5,2.5,490,1,0,0,0,0.0020408163265306,0.0,0.0020387366898483,0.0,0.0030581050347724,0,3.1484375,2.7949219,3.1972656,2.84375,2.6582031,2.9648438,0,0,0,7,2,0,0,0,7,66,16
421,2003BF2E6DD0,4.5,4.0,4.0,4.0,4.5,4.0,428,2,2,0,2,0.0046728971962616,0.0046728971962616,0.0046620131058113,0.0046620131058113,0.0116550327645284,1,4.2617188,4.0664062,3.9941406,3.984375,3.9277344,3.9882812,1,0,0,1,2,0,0,0,0,30,4
422,200671752EE0,4.5,4.5,4.5,4.0,4.0,4.5,480,1,2,0,2,0.0020833333333333,0.0041666666666666,0.0020811662038246,0.0041580101486636,0.0072797594544006,2,3.9804688,3.7304688,3.8339844,3.6875,3.7148438,3.8535156,3,0,0,2,2,0,1,0,1,57,9
423,2010889A6522,3.5,3.5,3.0,3.0,3.0,2.5,402,17,1,1,2,0.0422885572139303,0.0049751243781094,0.0414188313031167,0.004962789342129,0.0670910362968042,3,3.4257812,3.1367188,3.2539062,3.125,2.9511719,2.8945312,2,6,0,26,2,0,0,0,5,211,41
424,202C217E354A,1.5,2.0,2.5,2.0,2.0,1.5,196,9,10,0,10,0.0459183673469387,0.0510204081632653,0.0448953199078909,0.0497615095590638,0.1171044894209002,3,2.3183594,2.1796875,2.5273438,2.3203125,2.171875,2.0429688,3,2,0,20,0,0,0,0,3,130,28
425,205069BE2E53,2.0,2.5,3.0,3.0,3.0,2.0,229,1,5,0,5,0.0043668122270742,0.0218340611353711,0.0043573053689556,0.0215991118034617,0.0281350698568951,2,2.4804688,2.4296875,2.9589844,2.5507812,2.4785156,2.5625,1,4,0,13,1,0,0,0,2,153,21
426,205D590BCBB1,3.0,3.0,3.5,3.5,3.0,3.5,395,7,1,0,1,0.0177215189873417,0.0025316455696202,0.0175663237178992,0.0025284463533586,0.0288779319302076,2,3.1230469,3.0605469,3.2929688,3.1074219,3.1914062,2.8769531,0,0,0,23,1,0,0,2,1,112,27
427,206522E53696,2.0,2.0,2.5,2.5,2.5,2.0,386,10,0,0,0,0.0259067357512953,0.0,0.0255768417896497,0.0,0.0383652626844746,2,2.5078125,2.2714844,2.7636719,2.5410156,2.328125,2.40625,1,11,0,17,4,0,0,0,1,154,34
428,2082C42A8F43,4.0,3.0,3.5,3.5,3.5,4.0,381,1,3,0,3,0.0026246719160104,0.0078740157480314,0.0026212334798742,0.0078431774610258,0.0117750276808373,3,3.5742188,3.4492188,3.5625,3.3496094,3.2402344,3.5585938,0,0,0,2,5,0,0,0,4,65,11
429,209A6BC99DB9,3.5,4.5,4.5,4.5,4.5,4.5,475,1,1,0,1,0.0021052631578947,0.0021052631578947,0.0021030501967788,0.0021030501967788,0.0052576254919472,2,4.3046875,4.1640625,4.1796875,4.1171875,3.9941406,4.046875,0,1,0,0,6,0,0,0,0,32,7
430,20A2147B6DB8,3.0,3.0,3.0,3.0,2.5,3.0,325,0,1,0,1,0.0,0.003076923076923,0.0,0.00307219903697,0.00307219903697,3,2.8671875,3.125,3.0527344,2.984375,2.578125,3.1796875,0,3,0,3,2,0,0,0,5,402,13
431,20A42E81AC2B,2.5,2.5,2.0,2.0,2.0,2.5,392,12,9,0,9,0.0306122448979591,0.0229591836734693,0.0301530381706874,0.0226995875161067,0.0679291447721379,3,2.6796875,2.7597656,2.7832031,2.5917969,2.2792969,2.671875,0,5,0,19,4,0,0,0,13,471,41
432,20AA145EB328,4.0,4.0,4.5,3.5,4.0,4.5,354,0,1,0,1,0.0,0.0028248587570621,0.0,0.0028208763416412,0.0028208763416412,0,3.8554688,3.6621094,3.7695312,3.7617188,3.7382812,3.7382812,1,2,0,2,0,0,0,0,0,39,5
433,20BC5CCE8C64,3.5,3.0,3.5,2.5,3.0,3.0,664,2,1,0,1,0.003012048192771,0.0015060240963855,0.0030075210639553,0.0015048911794203,0.0060161727753532,3,3.2460938,2.9980469,3.3085938,3.0117188,2.7695312,3.1230469,2,0,0,1,7,0,2,0,6,129,18
434,20CF9410DC4A,2.5,3.0,3.0,3.0,3.0,2.5,290,4,0,0,0,0.0137931034482758,0.0,0.0136988443581619,0.0,0.0205482665372428,2,3.3085938,3.1308594,3.2382812,3.1621094,2.9179688,3.2246094,1,1,0,6,2,0,0,0,4,85,14
435,20E194B18D0E,4.5,4.0,4.0,4.0,4.5,4.5,548,3,0,0,0,0.0054744525547445,0.0,0.0054595222048989,0.0,0.0081892833073484,2,3.9960938,3.5976562,3.71875,3.4472656,3.3945312,3.9257812,0,0,0,1,5,0,0,0,1,32,7
436,20E2B07931F3,3.5,3.0,3.0,2.5,3.0,3.0,608,5,2,0,2,0.0082236842105263,0.0032894736842105,0.0081900539700444,0.00328407520119,0.0155691561562566,1,3.609375,3.2695312,3.5566406,3.3085938,3.0273438,3.2929688,4,1,0,20,7,0,1,0,9,209,42
437,20FB731C7598,2.5,2.5,3.0,3.0,3.0,2.5,330,1,0,0,0,0.003030303030303,0.0,0.0030257209165368,0.0,0.0045385813748053,3,3.1308594,2.9316406,3.1933594,3.1054688,3.0585938,3.1933594,0,1,0,6,9,0,0,0,0,46,16
438,2116231D1DC4,2.5,2.0,3.0,2.0,2.0,2.0,909,38,0,0,0,0.0418041804180418,0.0,0.0409539990085994,0.0,0.0614309985128991,0,2.515625,2.4199219,2.828125,2.5703125,2.4960938,2.3066406,1,0,0,136,3,0,0,3,9,714,152
439,211699D25472,3.5,3.0,3.5,3.0,3.0,3.0,342,3,0,0,0,0.0087719298245614,0.0,0.0087336799687546,0.0,0.0131005199531319,1,2.9511719,2.7871094,3.0292969,2.8261719,2.6191406,2.8632812,0,0,0,7,2,0,0,0,8,95,17
440,214EC21D1403,4.0,3.5,4.0,3.5,3.0,3.5,551,1,1,0,1,0.0018148820326678,0.0018148820326678,0.0018132371241807,0.0018132371241807,0.0045330928104518,1,3.3535156,3.1445312,3.4023438,3.0859375,2.8515625,3.3183594,1,0,0,1,4,0,0,0,5,68,11
441,21535555126A,3.5,3.0,4.0,3.5,4.0,3.0,568,6,1,0,1,0.0105633802816901,0.0017605633802816,0.0105079775984151,0.0017590154051796,0.0175209818028023,1,3.40625,3.2070312,3.5507812,3.5097656,3.4570312,3.2148438,1,0,0,10,4,0,0,0,0,90,15
442,2157AE4AFAA6,4.0,4.0,3.5,3.5,3.0,3.0,415,4,2,0,2,0.0096385542168674,0.0048192771084337,0.0095923996914395,0.004807701568103,0.0191963011052623,2,3.5878906,3.4277344,3.4648438,3.2460938,2.9492188,3.3867188,0,1,0,5,3,0,0,0,2,93,11
443,21737947650E,2.5,2.5,2.5,2.5,2.0,2.0,620,4,3,0,3,0.0064516129032258,0.0048387096774193,0.0064308903302903,0.0048270407483159,0.0144733762437514,3,2.9453125,2.6992188,3.125,2.71875,2.328125,2.8242188,1,1,0,7,10,0,0,0,9,156,28
444,21741500885B,3.5,3.0,3.5,3.0,3.5,3.5,460,3,0,0,0,0.0065217391304347,0.0,0.0065005646030934,0.0,0.0097508469046401,1,3.0527344,3.0527344,3.2226562,3.0527344,3.0527344,2.9804688,6,0,0,3,6,0,1,0,4,174,20
445,2175BC2F7C2C,2.5,3.0,3.5,3.5,3.5,3.0,442,9,0,0,0,0.0203619909502262,0.0,0.0201574574249801,0.0,0.0302361861374702,1,3.515625,3.2441406,3.5410156,3.4121094,3.25,3.0371094,0,1,0,22,5,0,1,0,1,197,30
446,21884C3DC96A,3.0,3.5,3.0,3.5,3.5,3.5,511,0,10,0,10,0.0,0.0195694716242661,0.0,0.0193804515496623,0.0193804515496623,1,3.4179688,3.4257812,3.4941406,3.3691406,3.375,3.3320312,1,0,0,27,3,0,0,0,0,58,31
447,219A0A3B6B5D,3.5,3.0,2.5,2.5,2.5,2.5,347,6,0,0,0,0.0172910662824207,0.0,0.0171432769864376,0.0,0.0257149154796564,3,3.1875,2.8925781,3.1328125,2.9335938,2.7558594,2.9648438,1,0,0,11,7,0,0,0,2,120,21
448,21B100A503DC,3.0,3.0,4.0,4.0,4.0,3.0,353,3,0,0,0,0.0084985835694051,0.0,0.0084626739187337,0.0,0.0126940108781005,1,3.2773438,3.3242188,3.4804688,3.7460938,3.71875,3.2304688,0,0,0,11,10,0,0,0,1,108,22
449,21EFAE02832D,2.0,2.0,3.0,3.0,2.0,3.0,613,0,2,0,2,0.0,0.0032626427406199,0.0,0.0032573318703065,0.0032573318703065,2,3.2773438,3.265625,3.5820312,3.4121094,3.4257812,3.2617188,2,0,0,6,3,0,0,0,2,94,13
450,21F8069EC7F7,3.0,3.0,3.5,3.0,3.5,2.5,563,2,1,0,1,0.0035523978685612,0.0017761989342806,0.0035461030067504,0.0017746233583684,0.0070937778684942,1,3.0820312,2.890625,3.4472656,3.171875,3.2070312,2.9472656,1,6,0,23,0,0,0,0,4,141,34
451,21FB103CCBBF,3.5,3.0,3.0,3.0,3.5,3.0,469,6,0,0,0,0.0127931769722814,0.0,0.0127120355883619,0.0,0.0190680533825429,0,3.1347656,3.0429688,3.0957031,3.0332031,3.0839844,2.9316406,1,1,0,17,1,0,0,0,1,121,21
452,221BA383246D,4.5,3.0,3.5,3.5,3.5,4.0,266,2,0,0,0,0.0075187969924812,0.0,0.0074906717291576,0.0,0.0112360075937364,1,3.4902344,3.5351562,3.4414062,3.4277344,3.6933594,3.5683594,0,0,0,6,1,0,0,0,2,33,9
453,222D14189E1F,3.0,3.0,3.5,3.0,3.0,2.5,489,9,4,0,4,0.0184049079754601,0.0081799591002045,0.0182375875497807,0.0081466845678181,0.0355030658924893,1,3.0449219,2.8066406,3.1972656,2.8925781,2.9804688,2.7050781,0,0,0,21,6,0,0,0,3,160,30
454,223FCA37F79D,3.0,4.0,4.0,4.0,4.0,3.0,298,1,4,0,4,0.0033557046979865,0.0134228187919463,0.003350086885282,0.0133335308694651,0.0183586611973882,0,3.2851562,3.5058594,3.4160156,3.4785156,3.6835938,3.2851562,1,0,0,2,2,0,0,0,1,34,6
455,2265CC4410DE,3.5,3.0,4.0,4.0,4.0,3.5,425,6,0,0,0,0.0141176470588235,0.0,0.0140189211793309,0.0,0.0210283817689964,0,3.8867188,3.7695312,3.875,3.8710938,3.96875,3.6601562,0,0,0,8,2,0,1,0,3,88,14
456,227569D39F6D,3.5,3.0,3.0,3.0,2.5,3.5,427,1,0,0,0,0.0023419203747072,0.0,0.0023391823531722,0.0,0.0035087735297583,1,3.4257812,3.1484375,3.203125,3.0292969,3.1542969,3.2695312,8,0,0,6,0,0,2,0,1,85,17
457,2286BCFF86EB,4.0,4.0,3.5,4.0,4.0,3.5,653,1,0,0,0,0.001531393568147,0.0,0.0015302221807675,0.0,0.0022953332711513,1,4.1171875,3.84375,4.09375,3.8398438,3.8320312,3.9101562,1,0,0,1,10,0,2,0,5,102,19
458,2299FA736E92,4.0,3.0,3.5,4.0,3.0,4.0,382,1,1,0,1,0.0026178010471204,0.0026178010471204,0.0026143805740708,0.0026143805740708,0.0065359514351772,3,3.484375,3.34375,3.6191406,3.5429688,3.4726562,3.2871094,1,2,0,16,2,0,0,0,2,91,23
459,22BF4720FB84,3.0,3.0,2.5,2.0,2.0,2.0,297,0,1,0,1,0.0,0.0033670033670033,0.0,0.0033613477027049,0.0033613477027049,1,3.0273438,2.5976562,2.8671875,2.6445312,2.4355469,2.6523438,0,1,0,1,5,0,0,0,2,52,9
460,22CFD6C961E3,3.0,3.5,4.0,4.0,4.0,3.5,631,4,0,0,0,0.0063391442155309,0.0,0.0063191363514785,0.0,0.0094787045272177,3,3.8789062,3.609375,3.8554688,3.6601562,3.6054688,3.6445312,0,0,0,17,1,2,1,0,3,125,24
461,22D02123C65D,3.0,3.0,3.0,3.5,3.0,3.0,199,4,1,0,1,0.0201005025125628,0.0050251256281407,0.019901154317295,0.0050125418235441,0.0348642732994867,0,2.8222656,2.6132812,3.0664062,2.8984375,2.7714844,2.6035156,0,0,0,7,3,0,0,0,1,44,11
462,22E55C32A973,2.5,3.5,3.5,3.0,3.0,3.0,694,2,1,0,1,0.0028818443804034,0.0014409221902017,0.0028776998276151,0.0014398850579875,0.0057564347994103,2,3.2460938,3.28125,3.6972656,3.5039062,3.4746094,3.1777344,0,2,0,6,9,0,0,0,4,124,21
463,22F16C83DE10,3.5,3.0,2.5,3.0,3.5,3.0,608,6,2,0,2,0.0098684210526315,0.0032894736842105,0.0098200461809755,0.00328407520119,0.0180141444726532,1,3.5585938,3.3007812,3.5566406,3.3945312,3.2539062,3.3066406,2,4,0,20,1,0,1,0,2,173,30
464,22F571F54234,3.5,4.5,4.5,4.0,4.5,4.0,349,0,1,0,1,0.0,0.0028653295128939,0.0,0.0028612322810321,0.0028612322810321,1,4.1835938,4.1054688,4.2421875,3.9003906,4.078125,4.171875,2,0,0,1,3,0,0,0,0,47,6
465,22FDAB421C71,3.0,4.0,4.0,3.5,3.5,3.5,322,2,0,0,0,0.0062111801242236,0.0,0.0061919702479209,0.0,0.0092879553718814,0,3.3808594,3.0878906,3.3320312,3.0429688,3.0605469,3.2851562,0,0,0,6,0,0,0,0,1,34,7
466,2327EC67A339,2.5,2.5,2.5,2.5,3.0,2.5,414,12,29,0,29,0.0289855072463768,0.0700483091787439,0.0285733724440559,0.0677037962198213,0.1105638548859052,0,2.7167969,2.8769531,2.9707031,2.9921875,3.0078125,2.4628906,0,21,0,39,1,0,1,0,3,204,65
467,232A59426B1E,2.5,2.5,2.5,2.0,2.5,3.0,194,0,8,0,8,0.0,0.0412371134020618,0.0,0.0404095383378767,0.0404095383378767,0,2.640625,2.3710938,2.5859375,2.3964844,2.3398438,2.5917969,2,0,0,0,2,0,0,0,2,48,6
468,234F1BA430B7,3.5,3.0,3.5,3.0,3.0,3.0,340,7,1,0,1,0.0205882352941176,0.0029411764705882,0.020379162336652,0.0029368596733097,0.0335056031782877,2,3.1230469,3.0097656,3.2558594,3.2128906,3.1972656,2.90625,0,1,0,9,5,0,0,0,1,82,16
469,2358C2CE9966,3.0,3.0,3.0,2.0,2.0,2.5,181,1,0,0,0,0.005524861878453,0.0,0.0055096558109697,0.0,0.0082644837164545,0,2.7558594,2.6113281,2.7792969,2.5683594,2.4941406,2.5898438,0,1,0,1,1,0,0,0,7,72,10
470,2379CD1725FE,2.5,3.0,2.5,2.5,2.5,2.0,429,42,3,0,3,0.0979020979020979,0.0069930069930069,0.0934011750884007,0.0069686693160934,0.1470704319486946,1,2.5351562,2.859375,2.7851562,2.796875,2.4042969,2.328125,2,1,0,60,2,0,0,0,7,2288,72
471,23958A3106EA,4.0,4.0,4.0,4.0,3.5,4.5,706,7,1,0,1,0.0099150141643059,0.0014164305949008,0.0098661829210537,0.0014154284033307,0.0162147027849113,3,3.7246094,3.4785156,3.7695312,3.4726562,3.2070312,3.484375,1,0,0,9,7,0,0,0,4,168,21
472,239A72DE1E35,3.5,3.5,3.5,3.5,3.5,3.5,436,5,4,0,4,0.0114678899082568,0.0091743119266055,0.0114026320978117,0.0091324835632724,0.0262364317099901,3,3.3945312,3.2148438,3.28125,3.1054688,3.2285156,3.2773438,2,1,0,5,0,0,0,0,4,80,12
473,23B40A807A4E,3.0,3.0,3.0,3.5,2.5,3.5,585,16,1,0,1,0.0273504273504273,0.0017094017094017,0.0269830873033509,0.0017079423451561,0.0421825733001826,1,2.7949219,2.6601562,2.9726562,2.6796875,2.515625,2.5800781,2,0,0,26,10,0,0,0,14,323,52
474,23D5BA721F52,3.0,3.0,3.5,3.5,2.5,3.5,498,3,0,0,0,0.0060240963855421,0.0,0.0060060240602119,0.0,0.0090090360903179,3,2.9453125,3.0507812,3.0800781,3.0136719,2.8203125,2.8066406,3,1,0,4,7,0,0,1,1,307,17
475,23F0ABEF8370,2.5,2.5,2.5,2.0,2.0,2.0,449,9,4,0,4,0.0200445434298441,0.0089086859688195,0.0198462963719307,0.0088692377407797,0.0386386822986759,0,3.0566406,2.7246094,2.8925781,2.6601562,2.3925781,2.7636719,0,1,0,37,4,0,2,0,3,209,47
476,23FC0A3DF4C9,2.5,3.5,3.0,3.5,3.5,3.0,282,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,3.2714844,3.3320312,3.4433594,3.4003906,3.5507812,3.4570312,0,0,0,0,4,0,0,0,0,15,4
477,24050FFA49AE,3.0,3.0,3.5,3.5,4.0,3.0,414,6,0,0,0,0.0144927536231884,0.0,0.0143887374520996,0.0,0.0215831061781495,2,3.1074219,3.1933594,3.2539062,3.4003906,3.2753906,3.0,0,1,0,19,3,0,0,0,1,98,24
478,244973AE9715,5.0,4.5,5.0,4.5,5.0,4.0,967,2,0,0,0,0.0020682523267838,0.0,0.0020661164374719,0.0,0.0030991746562078,3,3.8242188,3.4472656,3.9179688,3.7304688,3.734375,3.4121094,1,97,0,4,1,0,0,0,0,336,103
