text_id,Pegasus_xsum,topic_category
4EB117877F23,Why do you think working in groups is more beneficial than working alone?,0
4EB4E8611272,"In this article, I want to share with you my personal experience of positive attitude.",1
4ED1965FD68F,"In our series of letters from African journalists, filmmaker and columnist Farai Sevenzo looks at the use of technology in humans lives.",2
4EE0B81B9133,"It's the first day of school, and you are late to class, you run late, or you touch other students inappropriately. Example two, you are a good student, you were late to class, the bell rings, but you don't run, the teacher forgives you.""",0
4EECC9B3CF7F,How much do you accomplish if you are active?,1
4F158CCF45AC,"In our series of letters from African journalists, film-maker and columnist Farai Sevenzo looks at the issue of students having to finish their high school in three years.",2
4F22FF7F59A0,"Teenagers in this epoch just want to spend time on cellphones instead of help their brain maintain doing something different but been just absorb our time, and we just want to spend hours on bed doing nothing people may try to always be busy maintain the brain distracted.",2
4F35BA561593,In my class we have been working on a project and we have been working in groups because we all want to improve.,0
4F5775B0B88D,How do you like to spend time outdoors?,0
4F6A4668D513,"Have your own character is a big thing to have, because many people can imitate others character or personality, but if you have you own character that means that you are unique.",1
4F75DF4CEBE9,"In our series of letters from African journalists, novelist and writer Adaobi Tricia Nwaubani looks at the issue of influence.",2
4F7F24918F42,Is it a benefit for students to attend classes from home?,0
4F89EB8CB97F,What are your thoughts on the idea of allowing high school students to graduate in three years?,0
4F98619F7A18,Here are three benefits of having a positive attitude:,1
4FA6CCB0D1BA,Is it a good idea for students to finish high school in their years and enter college or the work force one year early?,0
4FCEF99DE6F0,When was the last time you looked up from your phone to see the stars?,2
4FD4CE18CCDF,How do you get better advice from multiple people rather than one person?,1
4FD5B8B612C6,How do you go from failure to success?,1
4FE6EABBFC00,There are a lot of debates about life's important matters.,1
4FFF2AD2EAE8,"Have you ever had a subject that you liked, or you know it so well? The reason why I would choose English because you will need to know it throughout you whole life, you need to know how to use correct grammar, and It's easy to learn.",0
503960784148,One idea for student's is they every school realized every year different options in menu for both students in one site web and when they have a result change the menu in school is a very well benefit for students because when you eat good your brain is more concentrate in your work is contained new energy brain always positive because the change is wonderful in your life is very well health.,0
50419253BA19,What do you think should be required for high school students?,0
5056C7637313,"There are so many praises given to students in a long time, it might be would make them think of anything that they want to do is all for others' praise to them.",1
50611B996992,During this time our society are magnifying in many ways.,2
5061F044BC43,"I have three year in High school, and I don't like the lunch menu because the last two years I eat the same food and for that I don't take lunch this year because I know is the same lunch and I prefer to take the food at home and, I don't take the lunch during the school.",0
506A69171959,"In this article, I'm going to tell you three things you can do to get closer to your goal. I think everyone can get a goal, but many people ask, ""how can I get a goal?"" Because they cannot wait until the finish goal line, also they cannot concentrate on their goal.",1
5077C09B20DC,"On National Day of Get Inspired, I would like to encourage you to spend more time outdoors.",0
508A9EC12C44,What do you think about technology in the current life?,2
5098F28A2EF3,In this article I am going to tell you why impressions can be changed.,3
50E361CD561E,Working in a group is more beneficial than working alone because there are so many ideas that the group members can have to achieve a great work.,0
510CA49B78BB,Is setting an example by your own behavior the best way to influence other people?,1
5132328226C2,After school homework clubs are becoming more and more popular with students.,0
515244292F97,"When people ask for advice from more than one person it is because they want the best for them, or they want the best others.",1
516E5D64BF6E,How do you think people make their own decisions?,1
519A1A92C8C8,"In our series of letters from African journalists, film-maker and columnist Ahmed Rashid looks at the meaning of success.",2
51BAD5699073,In our series of letters from local high school students we are looking at some of the fun things you can do with your projects.,0
51C93A7260DE,If you want to start a new program at your school talk to one of your teachers or your principle and share the ideas you have thought of or the ideas you have in mind and gather around to start something new and make school a better place.,0
51CE1DCC5307,Setting our aim high is better than setting our aim too low.,1
51DA4BA94C7C,"In this article, I'm going to share with you some tips that can help you to flourish in your life.",1
51DD6A82BD9D,Texting and phone use is a problem in schools all over the United States.,2
51E3EAF96CD0,Student's who are self-confident in themselves tend to do well in different activities such as sports.,1
520EAF052C7E,What do you think about technology?,2
52105DDA12EB,"Here's what I have to say on why you need to start thinking about your future; For example if you want to do something in you life you need to start thinking about something, because in my family my sister past for the same thing the was wasting time.",0
523130079501,There are advantages of cell phone usage in class but their even more disadvantages to it.,2
5241864FBC48,"I have been working alone in class for the last few weeks, and I have been wondering if it's better to work alone or work as a group.",0
524CD617574D,Do you think success consists of going from failure to failure?,1
525E9A75CAA0,What if you could list all the places in the world that you would like to go?,0
526E417A97BD,When I was younger I used to do a lot of drills to get better at soccer.,0
529A633179FF,In this article I am going to tell you a little bit about knowledge and imagination.,1
52A8DE60E2D4,"There are a lot of ways that small acts of kindness could impact the world, and one of the ways that I am going to be talking about is how small acts of kindness could change the world.",1
52AD70C9FE05,What is a small act of kindness that can have an impact on others?,1
52B24BAEDC8C,Do you think students should be allowed to use their cell phones during free time or lunchtime or an emergency call?,2
52D0FED6AF38,"Imagination is something that everyone has, not everyone has knowledge.",1
52DC3B7C3952,How would you feel if you had to do a lot of work without being able to take a break?,0
52F0677ACD21,How do you change your first impression when you meet someone for the first time?,3
52F9582F9C86,extracurricular activities are a good way for students to get involved in different kinds of activities.,0
52FEF34F4AC7,The idea of students attending classes online from home has been talked about a lot in the past few years.,0
532528134425,"There are many ways to influence others, an example is one of them.",1
5335796068E8,"Students should have a career in mind when they are in high school, because it would make it easier for them and their future.",0
5355F44A1FE4,In this year we all need technology to make our goals come true.,2
535D427F9FF9,"If you want to change your impression then you need to try your best to believe on yourself because if you try your best to believe on yourself it will make impossible, like applying for you first job or anything that you want to be for your career.",3
53607F113053,In today's society it can come to a time that you have to redo something you already mastered.,1
53633B5F5F15,How do you change your first impressions when you meet someone for the first time?,3
5384378F1AC2,"Cell phones have become an important part of our daily lives, and many of us use them to stay in touch with family and friends.",2
53CF6D801CAF,"In our series of letters from African-American students, 18-year-old Deandre Williams, a senior at South Carolina State University, explains why a positive attitude is the key to success.",1
53D17839AAC0,I believe that technology will have a negative effect on people's lives because it could be rude to the staff that work their.,2
53E542321463,"Students should keep playing sports, but their grades should go up, a student writes to her school principal.",0
54099C3AE7CE,"In this article, I am going to tell you about my talent and how I use it.",0
54304ACFE477,When we're born we develop our own kind of voice.,1
545E9BF477C1,With another good reason that I disagree with adding more time to school is that it would be a waste of time because some people would not be able to keep up with other kids.,0
548EC5B339E3,In this article I am going to talk about technology and ways to improve our life.,2
5494132B7229,What is better for students that are entering high school to know what they want to do after they finish high school?,0
54AC60510DC3,All letters are copyrighted.,0
54D835ADB326,"In this article I'm going to give you some tips on how to be happy in your life, and I'm going to give you some tips on how to be happy in your life, and I'm going to give you some tips on how to be happy in your life, and I'm going to give you some tips on how to be happy in your life, and I'm going to give you some tips on how to be happy in your life, and I'm going to give you some tips on how to be happy in your life, and I'm going to give you some tips on how to be happy in your life, and I'm going to give you some tips on how to be happy in your life, and I'm going to give you some tips on how to be happy in your life, and I'm going to give you some tips on how to be happy in your life, and I'm going to",1
550D53DE2832,"I've been following your blog for a while now, and I've been hearing a lot of your comments, and I've been following your blog for a while now, and I've been hearing a lot of your comments, and I've been following your blog for a while now, and I've been hearing a lot of your comments, and I've been hearing a lot of your comments, and I've been hearing a lot of your comments, and I've been hearing a lot of your comments, and I've been hearing a lot of your comments, and I've been hearing a lot of your comments, and I've been hearing a lot of your comments, and I've been hearing a lot of your comments.",1
55174E1DFC5B,What would you do if you saw an animal being killed in the ocean?,0
5564D9D8C845,"In our series of letters from African journalists, film-maker and columnist Ahmed Rashid looks at the benefits of an after school homework club.",2
5574E4DD548A,There are a lot of students who are missing a day of school because they don't have time for going to school.,0
558B9106B99B,"In my opinion student have no time to sleep because they want to stay up and study, or do their homework, Also parents start calling school why my child failed in class, Although student should decide, actually school should decide because have time to get work done, falling the class, and sleeping in class.",0
558C7F83201B,How old are you when you start high school?,0
559902F0A513,"In our series of letters from African journalists, film-maker and columnist Farai Sevenzo looks at the benefits of having a good attitude in difficult time.",2
55AEC9A9BB4C,In this video I'm going to tell you why a positive attitude is the key to success in life.,1
55C7EC027A88,It's that time of the year again where many people are talking about school and what it means for them.,0
56053054CB1F,In this article I'm going to show you how to build good character traits.,1
56080A912BB5,How do you think always doing something is better than not doing it?,1
5630E056A0DB,"Being different is one of the biggest accomplishment in a persons' life, being different means the persons have full control over their actions, having to be someone who a person wants to become can show the person full capability",1
56579FB8A60B,"When you have a goal, you have to have a strong mind, a lot of people will not be agreed with what you have to do in your life, but people overthink everything people say, if you want to go higher than where you are; you will have to make some decisions in your life to make those greatest accomplishment that you want to finish and get to the top.",1
5666CD4AA5CD,"In this statement I agree with Mr, Winston Churchill, because this is an every important role statement, that can help people to bring the positive way for making easy life for people in this world.",1
56AC4BE71C2F,"In my opinion students should be attending classes from home, and it should be an option, so they could still get there work done.",0
56C4259AA5C2,"Emerson said that if you can't do something, try to do something else, and if you can't do something, try to do something else.",1
56E188D44884,"The impression we leave in our minds is the most important thing that we can leave in our minds, the impression we leave in our minds is the most important thing that we can leave in our minds.",1
56E32CEEB127,Do we accomplish more if we are always doing something?,1
56F9E8427D97,"In our series of letters from Chinese journalists, 16-year-old Beijing-based film-maker and social media star Fan Bingbing explains why curfew is important for teenagers.",2
5704CCBC8B55,I am a student at my school and I have a cell phone.,2
570595740274,"The school year is over, and most of the students are going to have summer break.",0
573E39E45177,Is distance learning more beneficial than traditional learning?,0
5754104B2928,"The reason why we face difficulties is when we can either know if we need to change our traits to a better one, it will determine the effort and struggle that we put in to get to our goal, It can either not be changed that fast because there are some puzzles missing in the book that we need to find to get there without no hesitations or problems.",1
579603CA894B,In this article I'm going to tell you why it's important to listen to other people's experiences.,1
57A6B1103088,How important is it for students to come to school every day and learn?,0
57A750437C3A,In this article I'm going to tell you why being yourself is the greatest accomplishment.,1
57B782277D2F,How would you prefer to work with a group or working alone?,0
57D4C53890E6,Why do students have to take classes that are not interesting to them?,0
57DFE525E50A,I am a 17-year-old high school student writing to you to ask you to pick me as an intern for your company.,0
57E8161AEF27,What do you think about schools offering distance learning as an option for students?,0
57ED5BC70E40,What is the best way to get a good grade when you work in a group?,0
5807D5F42CEB,"In this article, I'm going to show you three characteristics that make an awesome employee.",0
58255BF759C0,How would you spend time outdoors if you could try a wide variety of activities?,0
5828FAC247DF,In my opinion most student should know at their young age what they want to be.,0
583DC3D2E7FC,I think it's best if people don't graduate early because they'd miss out on the full 4 years of high school.,0
584A4BB1E954,"This summer, many students are doing their summer projects from teachers.",0
584C6453CA5A,"A small kindness can change a person because if the person sees you helping someone he will know that helping is the right thing to do instead of doing nothing to help a person and that guy is Anna help than others will start helping, and before you know the whole country might help but if you don't choose to help, and instead you want to bully or be mean or hurt people, nobody is Anna help you or say to the person to stop instead they will start doing it, in life you have to choose a side if you want to be good or bad, stop bullying or help the bully, stop a person from hurting a other person or help them hurt that person you have to choose, if you choose ""good"" people will follow you but if you choose ""bad"" people will follow you but if you choose ""good"" people will follow you but if you choose ""bad"" people will follow you but if you choose ""good"" people will follow you but if you choose",1
58567312BDAB,"Some students would benefit from being able to attend classes from home because: they would not have a social communication with their classmates, students would not ask questions to the teacher for help when they need it, and students would not participate in class actives or projects.",0
588B09153941,Is it unfair to add extra school hours to student's?,0
589CEB00ED37,How do you influence someone to do something you want them to do?,1
58A9AE90D009,What do you think about extending two more hours in school?,0
58E485E875D5,'Always try your best.,1
58EBDB3621E5,There are a lot of reasons why students would benefit from attending classes from home by way of online or video conferencing.,0
58EF6CAF956B,Do you want to know why it is important to have someone who can share wisdom and experience with you?,1
58F6D70A2DC7,"The city council is considering adopting a 10:00 P.M. curfew to keep teenagers out of trouble, and to keep teenagers safe.",2
5902C2E86345,How do you influence others?,1
5902D762C891,"What do you think about students attending classes from home? My opinions students should be benefit from being able to attend classes from home because, sometime students doesn't have time when students free they will be done online class or homework, test, assessment.",0
591164D3C800,"Albert Schweitzer said, ""The best way to influence others is to set an example to others.""",1
5915757AEE1A,"In our series of letters from African journalists, film-maker and columnist Farai Sevenzo looks at how technology has changed the way we communicate.",2
591B7E3E2B40,Talking to more people can help you and other people to make a better choice.,1
5923F6631724,Adding one and a half hours to school each day has many disadvantages for students.,0
593E2802E27C,"Home school should not be around, because the students are taking the bait of the home and most of the home school student don't graduate or finish high school because they are too busy being home doing all the unimportant things when they should be in school getting work done and hopefully graduating.",0
597618D3F66C,A business in the US is trying to find a way to save energy.,2
597D76A3BF40,In this article I am going to be talking about the negative effects of technology on people's health.,2
5985EA6F171A,What is a good idea to start preparing for a career when you are young?,0
598C1E9B27C8,How do you know if your character is good or bad?,1
599128B82FF0,"Students should join a career in a young age, according to me.",0
59981B992996,"What I think is if schools offer classes online and/or video conferencing, to the students that means that they really want to help students when they don't attend to school.",0
59ADAA4D04E5,"People who value self they have define individual to follow yea people should make their designs because their idols, and they go to new live they should experts from a position old have they problems which they can't do bother they live",1
59CE34172C44,"In my opinion it's a good idea to change the cafeteria menu, because in my school some time I have good menu but most the time I have bad food like class of food, and a lot of people don't like it, because every week they do some food, that's why many students they don't like cafeteria menu.",0
59E62F702421,Students should be allowed to ask their parents what they want to do when they grow up.,0
5A3B42349C84,"Do you always do something, or do you always do nothing?",1
5A74C94F9813,What would you like to visit next?,0
5A89482533D9,"The technology had positive and negative effects on people's lives, because not all people know how to use correctly.",2
5A8CC59C2D7D,"I have seen a tree close friends Generic_Name, Generic_Name and Generic_Name ended up awful after they decide to let bad events, experiences and opinions shape the way of their characters.",0
5A977087E7E8,How do you change the cafeteria lunch for a healthier lunch?,0
5A9C20C851FD,Some schools offer distance learning as an option for students to attend classes from home by way of online or video conferencing.,0
5AA45740A848,How do you feel about students being allowed to use their phones during school hours?,2
5AAD796F4D6B,Having a good attitude tours someone can have good causes.,1
5AC16E188F1B,How would you feel if your school offered distance learning classes from home?,0
5AC1AB0965F6,What would you want to do when you go to Hawaii?,0
5ADD410B9783,"Self-esteem can come from three things, failure, motivation and self-confident.",1
5AEAF1C7B87C,Having positive attitude is key to success in life.,1
5AFBB5573AB3,Being on your phone all day doesn't help you make friends or get out of the house.,2
5B0E80E62A8C,What is a skill?,0
5B14D81A0167,Sir Winston Churchill once said that failure is one of the ways to get better from that failure.,1
5B2FC963E89D,"There are many ways to influence someone's life, one of the ways is to be inspired by someone's life.",1
5B40AA0E6C2B,In this article I am going to tell you a story about a positive attitude.,1
5BE99F2E4030,"If you have a dog, you should always play with them because it's fun for both of you!",0
5BF6D0C37809,How would you change the schools' menu to improve the students' health?,0
5BF7AAC78AB5,"In our series of letters from African journalists, novelist and writer Adaobi Tricia Nwaubani looks at the importance of failure in the pursuit of success.",2
5C017EF0CF1E,When making an important decision it's important to talk to a guidance and authorities expert.,1
5C05D79FE75A,How should people make their own decisions when taking a decision about their life?,1
5C2A497012B9,How would you benefit from being able to attend classes from home?,0
5C31B4B9B185,How do you feel about the graduate in three year?,0
5C3757B0C6AE,What are your thoughts on having a positive attitude at work?,1
5C3A7990C870,"When you have mastered a skill, you can go beyond what you already mastered.",1
5C656CD57F67,How do you develop your talent or skill?,0
5C69070E1E48,"Students would benefit and not benefit from being able to attend classes from home is because you can stay at home, not distraction, not friends or groups, tools from school that you may need, students can cheat.",0
5C6CE74DEBCB,This week I'm going to talk about having a positive attitude.,1
5C72AB0B1232,"It's a good idea for students to commit to a career at a young age, and it can help students learn more skills and experience when they work with others.",0
5C764A810680,Do you want your child home school to adopt the four-day school week and extend the schools hours? Do you want your child home school to adopt the four-day school week and extend the schools hours?,0
5C9B1FB411EB,Do you think having a positive attitude leads to success in life?,1
5CA2DCC616C6,"If Generic_School extended the school day two hours for a four-day week to conserve energy and resources, students would have more time to do their homework and projects.",0
5CAA840DD4C6,"In our series of letters from African-American journalists, filmmaker and columnist David Bowie explains why he started an after school homework club for students who are having difficulty in certain subjects.",0
5CB186BF742C,"In my opinion people should use less technology, and enjoy conversations with their friends and family.",2
5CF895003869,"""Unless you try something beyond what you already mastered, you will never grow""",1
5D12067722AD,"Everyone has a talent or skill, but not everyone pays attention to it.",0
5D2B8506EC4F,"In our series of letters from African journalists, film-maker and columnist Farai Sevenzo looks at the importance of first impression.",2
5D4D6519DF94,Success doesn't come without failure.,1
5D5672D7C97D,Imagination is more important than knowledge because of creativity and experimentation. Imagination is more important than knowledge because of creativity and experimentation.,1
5D693DD9978D,How will high school different if you will graduate in three years instead of the traditional four years?,0
5D742A0E0623,In this article I'm going to tell you why a positive attitude is the key to success in life.,1
5D7D1445A7CF,"In our series of letters from African journalists, film-maker and columnist Ahmedou Ould-Abdallah looks at what makes a successful person. All the students need recreational time when they can forget all the school stress and enjoy their time, but parents desire to see their kids as the most successful person, is not letting them be happy like other kids.",2
5D843D1CD37D,The principal at my school told me to do something new every day because it could lead to new friendships.,0
5DA3135B6664,"What is life about when he said ""unless you try to do something beyond what you have already mastered, you will never grow""?",1
5DB370AD8EFB,Do you think it would be a good idea to teach students from home?,0
5DD1954E47A8,How old were you when you decided what you wanted to do for a living?,0
5DEDECE96044,Cellphones should not be allowed in the classroom because students don't do the work that they supported be doing and schools already have technology to use.,2
5E3EA4C47C9A,In my opinion it's much better to be yourself than to pretend to be someone else.,1
5E49CEB56FB3,When the students use the iPhone in the school the teacher never put a stop or don't help to the students.,2
5E830B6462DB,How do you accomplish something if you don't do anything?,1
5EA0A8768F94,It's best for students to commit to a career at a young age.,0
5EA71157D48F,People often ask me why I prefer to learn something on my own instead of getting help from others.,1
5EA76942F5C7,The principal of my school has a (C) and a (B) on his desk.,0
5EAC31CA561A,"British Prime Minister Winston Churchill once said that ""failure is the key to success"".",1
5EB7A0B134B4,"In our series of letters from African journalists, film-maker and columnist Farai Sevenzo looks at some of the ways students can get distracted while at school.",2
5EC5534F533A,"When you meet someone for the first time, you will see their first impressions.",3
5EE526AB840B,How can a student learn more from home than attend classes in school?,0
5EF21F142C51,Have you ever wanted to seek others opinion on a choice that you had to make?,1
5EFD8FA4133A,In this article I am going to tell you why having a positive attitude is the key to success.,1
5EFF1BA0FBC1,"The school board is considering adding an extra hour to school every day, but I don't think it would be a good idea.",0
5F1183463E9D,Before you even start high school think about what you want to do after high school.,0
5F370D929BA7,What is good about having older students go to middle schools and younger students go to high school?,0
5F407964AF46,"In our series of letters from students, we are going to ask you to give your opinions on what activities should be in school.",0
5F467A8F3896,The limitation of human contact due the use of technology has many negative effects because people miss priceless moments with their family and friends and there is a high risk of meeting someone dangerous on social media.,2
5F4D9997A207,How to finish the high school early?,0
5F5E1817CCA0,How do you like working with a group or working alone?,0
5F679622B317,Essay: Should we have to make challenging goals in are life?,1
5F67A5D3DBB0,"There's a lot of talk about extending the day of school and adding an hour and half of an hour each day of the school, but I don't agree with that.",0
5F8195FBA0CA,There are many arguments about whether or not cell phones should be allowed in classrooms.,2
5F88187C25B8,"In this article I'm going to talk about the importance of having a positive attitude in life, because that's one point at favor that can helps us for work hard every day and give the best that we can do and had a success in everything we can make and do in life.",1
5F8F76B7A6FD,I have been going to school for four years now and I think finishing school in three year time is a good idea.,0
5F998012DDCD,Students who attend classes from home would benefit from it because it makes them more effective and efficient in their technology usage.,0
5FBDFD6DB173,Can you be a failure person or a success person?,1
5FC3C342E64E,Author Ralph Waldo Emerson once said if you have mastered one thing in your life it does not mean you can't do anything else.,1
5FC620AEDC8B,"If you want to be a successful person, worker, or student, you have to learn to fail.",1
5FE4F223CEA8,There are a lot of subjects in school and out of school.,0
5FEB3F213A84,Have you ever wondered what makes an instrument sound good?,0
5FFB959ED7BA,"I agree with this statement, because I have impressions that I can't change in my mind.",3
6013DA298542,Schools are wasting money to get partnershiped with companies and companies are wasting money for asking teachers for a field trip to go see the jobs what are going to do to stop the paying money.,0
602E786321EA,If you want to grow in life then you need to set higher goals for yourself to master.,1
603863409B06,Students should be required to take at least one art class every day in school to help them to be more relaxed and to have a good future.,0
604E0EA00305,"Allowing students the use of cell phones during class for educational purposes can be a threat, because it might cause an effect on the students' education cycle.",2
605BF3B67175,"If you are one of the people who have an awful attitude, I am sure that it will not let you develop as a person.",1
605C1B4CE788,Being yourself in a world that is constantly trying to make you something else is the greatest accomplishment.,1
605DDF3EA948,Teachers believe that students would not benefit from being able to attend classes from home.,0
6060D28C05B6,Some schools in the United States ofter classes from home because is good option to students.,0
60623DB5DE7A,What do you think about having a four-day school week?,0
607A39D981DE,"Students should not participate in too many activities at school, because of the time, and other responsibilities they have.",0
60ACDFA1609E,In my opinion the most important thing you have to do if you want to grow is to believe in yourself.,1
60AE13D3F07B,How do you think our character traits are formed?,1
60AEEA05E1A9,"Online classes are the best choice for students that for some reason they can't go to school in case that they had a car accident they can't walk, but they parent don't want them to fail the school year, or they don't feel like going to school that's why online classes are the best choice not only for me for a lot of people like student and parents; I mean school is not that bad at school they will get tired if they have to see the same computer and hear the same voice every day.",0
60CCF0F2DF38,"Sir Winston Churchill once said that ""failure is the key to success"".",1
60D8EB883A45,How much can we accomplish if we are always doing something?,1
60D9DD69CE8D,How would you describe the place you would like to visit?,0
60E686BA1E09,When people ask for advice they usually don't know what path or choice to make.,1
60E9300D597C,"In this world there always there problems for any things, but with so effort, hope, intelligence because all people has problem or failure in the life but no for this should to leave of fight, because the life to try of follow to follow because all the things has any out.",1
60ED0B48B8F2,"If you alone in the world you can make nothing if you're trying to make something you can't because somebody support to you, and after then you dead, I think I'm agree with Emerson's Wrote, because when you can make all you want individuality I think you can be better because you don't need help to other person or something.",1
60FD2E2FB768,The school board should not add one and half hour to the school day.,0
610FA0016255,"Self-esteem is not just about getting an achievement from someone, it's also about having a good self-esteem.",1
6130E5495CB1,When I go to the park three days a week I love it a lot.,0
6134797D8497,I have been reading a lot of articles about first impressions. When I came to this country and when I travel with my sister and my friends to Generic_City and my first day in the School.,3
6141DB282925,Thomas Jefferson wrote a letter to determine never to be idle.,1
61445D1ABF16,What is the most enjoyable educational activity you have ever done?,0
61471CA2532D,"The first impressions can be change, Everybody has different personalities and not is impossible change our impressions have that be ourselves.",3
615FAEE4F8EF,"The school day should not be ten hours long, and it should only be eight hours long.",0
616C3D5795E8,"Sir Winston Churchill said ""you don't have to think about what you do wrong just keep working on it, and keep dreaming"".",1
6186246910E1,Students should be allowed to graduate in three years instead of four years.,0
61992F84D5D1,"When you're a kid you can choose who your character is going to be, but when you are a big person you can choose who your character is going to be.",1
61B9D7E74839,"National park is a wonderful place for kids and adults to spend the outdoors with friends, pets, and family.",0
61C4FCA012D7,In my school there are many arguments about changing the school food.,0
61D13513C992,"When you are searching for advice it could be a stranger, a family member, a friend.",1
61E85C09E36D,"Teenagers in the US are banned from going to clubs, bars and other places in the middle of the night.",2
62102D1B1A52,"British Prime Minister Winston Churchill said that failure plays in the pursuit of success, but he also said that failure should not be a reason to give up.",1
62196AC0ABE8,"In my opinion we choose our own character, and how we respect other people teachers, and students.",1
62243789233B,"In this article, I want to talk about the importance of taking risks and learning from past mistakes.",1
622ECD91DA0C,In this article I am going to talk about how you can change your first impressions.,3
623B7BD7613C,"In our series of letters from African journalists, film-maker and columnist Farai Sevenzo looks at the importance of individuality.",2
623E0AD2EF3E,"In our series of letters from African-American students, 15-year-old Addis Ababa, Ethiopia, resident, Meskerem Tesfaye, explains why she wants to visit her home country.",2
6253F73FBABF,"There's a saying ""you could be someone beyond the world"" and a lot of people think you have to do things for other people to be successful in life.",1
62654020C48D,"Home school is a great way of student to attend classes because they can focus on their studies, it's safer, and they can avoid bad influence from others.",0
6269A525D482,A lot of people have been asking me if I think it is a good idea for schools to have a summer break.,0
62B3C9C3398E,Do we have to live other people's lives?,1
62DCD859B7FB,Is it important to think before doing anything we will never grow?,1
62E5030D1A59,Students should visit and learn about the work that interests them in order for them to gain experience throughout the school years.,0
62EA3F855DB2,When you have a problem or question ask more than one person because you might get multiple opinions from them.,1
62EDBC22A953,"If you want to succeed in life, you have to do the things that will help you to succeed, but if you don't succeed, then you won't succeed.",1
62F578BA97ED,"The negative effects of Technology on people's social life, vision problems and libraries.",2
62F7911DE51F,If you want to grow as a person then you have to try and do things beyond what you have master.,1
6305A432AB38,"In the text ""People Who Became Successful After Adversities"", many people had a hard time before becoming successful.",1
631F9CBDFD7A,Some schools in the United States are allowing students to work from home instead of going to school.,0
6330EB716872,This week I'm going to be talking about kindness.,1
63314DE11287,"If you want to become a professional, you need to keep learning new things.",1
638D7F913AAB,Emerson said that the greatest accomplishment in the world is to be yourself in a world that is trying to change the person you are.,1
63AB55DADABF,The school day should be extended from an hour and a half to an hour and a half.,0
63AB7F39EBC6,Some people thinking that the first impression in a person is the most important when knowing an other's.,3
63BAE4B3ADDA,"In my opinion it's an amazing feeling to be yourself and not follow other people because at the end of the day you need to be doing things that make you happy not for other, your priories come first be who ever you want to be like and who ever you want you live one life.",1
63C74FF7DB27,In this article I'm going to talk about the difference between distance learning and going schools.,0
63E2278271E4,There is a lot of debate about whether or not we choose to be influenced by other people and what they choose to do and how we choose to live our lives and how we choose to look at the world and how we choose to live our lives and how we choose to feel about the world and how we choose to live our lives and how we choose to feel about the world and how we choose to live our lives and how we choose to feel about the world and how we choose to live our lives and how we choose to feel about the world and how we choose to feel about the world and how we choose to feel about the world and how we choose to feel about the world and how we choose to feel about the world and how we choose to feel about the world and how we choose to feel about the world and how we choose to feel about the world and how we choose to feel about the world and how we choose to feel about the world and how we choose to feel about the,1
6418C102917D,"In cartoon sponge bob square pants sponge bob he says"" imagination is more important than knowledge"" because for those given reasons like the one about us as kids we would use our imagination and how we would use it for ourselves and the other given example for the blind people how they have that throughout there life spam.",1
6422237D967F,Would you like someone to decide what's best for you?,1
642CB997325C,How do you go beyond what you have mastered to grow?,1
642E44E8DD25,What is the hardest part of being an engineer?,1
648D40256ADB,There are a lot of societies enter high school for the people having a good course for people want to have a good career.,0
649C7912163C,What would you like to do when you visit Generic_City?,0
64A8183557F7,What is a good idea for students to graduate from High school in three years?,0
64A9ECB1C55A,"In this article, I will tell you why a person should ask other people for advice.",1
64AE19BBA321,"This is a perfect statement because it motivates people to face there problems, and get them out of there way.",1
64B53DEF0467,What is technology and what is its negative effect on people's lives?,2
64EB91C84A32,How would you benefit from being able to attend classes online?,0
65051CE36DA7,What would you like to visit in this world and why?,0
65131EC5DD6A,People's lives have changed a lot because of the use of technology.,2
6515E6AFD11E,"The former Prime Minister Of England Winston Churchill said, ""From failure to failure that will follow up to a pursuit of success.""",1
6521895BA018,I have a friend who used to use all type of drugs.,1
6531927DF837,There is a lot of debate about whether or not using a phone for educational or recreational purposes is a good idea.,2
653620381DB3,Do you think that high school should only be 3 years instead of 4 years?,0
654DF9ECDD42,What is the best way to make your own decisions in life?,1
65593BCE26BF,What do you think is the most important thing in a partnership business?,0
655BD307F87D,The department of education of the United States is looking into the possibility of reducing the time that students should be in high school.,0
6574B5B58A11,"It is important to have the mind set of being able to accomplish assignments, and being active in anything.",1
6586DF43A92D,"In our series of letters from African journalists, film-maker and columnist Farai Sevenzo looks at the importance of enthusiasm in order to succeed in life.",2
65975436BE5C,"Self-esteem comes from having courage, confidence, and trust in yourself.",1
65B1F548E8BE,Students should not be benefit to attend classes from home while other student's go-to school.,0
65B7FDE783F2,"Bet Chang preview the text, be student he work in school he can't high money in takes he can't buy hoes in Gus for the car in finish high school he need to go to university in buy class in room he is lief in food in finish university, he needs work or job.",0
65CC82C9B3C9,People should have more time to relax and not stressed out about their jobs and what they have to do.,0
65DBDD75CA50,"In this era many people are using technology to do many things, but some people use it to cheat, steal accounts and bully others.",2
66133AC6189A,How do you change the first impressions of someone?,3
66241AEC8351,How would you change the school cafeterias men to much healthier choice's?,0
66288718AF60,When you need advice do you just talk to one person or more?,1
6642E181B08D,"I think that summer is a good time to have a big break from school, but I don't think it's the best time to have a big break from school.",0
6686DB25FBD0,How do you gain life experience and learning from your mistakes?,1
66C2FA45A48B,"The prompt says that we need to conserve energy, and I think that is a good idea, but I do not think that ten hours of school is going to make a big difference.",0
66F03584BCA5,"How do you make important life decisions such as whether to get a job, go to a community college or take extra classes?",1
66F7AD6B99E2,"Some people say that you should join sports, after school subjects or classes to make your grades higher.",0
